Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Gls,Ast,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,Sh/90,SoT,SoT/90,G/Sh,KP,PPA,Tkl,Tkl%,Int,SCA,SCA90,Carries,PrgDist_stats_possession,Recov
760,_lex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,3,5,0
761,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,2003,3,2,2.2,2.2,0.8,3.1,0.35,0.21,50,32,123,30,2.11,17,1.19,0.1,10,13,18,30,4,41,2.88,396,1263,62
762,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,2001,0,0,0.2,0.2,0.1,0.3,0,0.02,15,66,4,3,0.23,1,0.08,0,2,0,23,71.4,13,6,0.46,683,1981,45
763,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0
764,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,1998,0,1,1.5,1.5,1.3,2.8,0.05,0.13,16,83,33,21,0.96,9,0.41,0,13,11,86,47.4,29,38,1.74,471,924,114
765,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19,2005,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,,0,0,1,,3,0,0,127,284,8
766,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,50,0,2,0.09,349,1055,40
767,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,0,0,0.4,0.4,0.7,1.2,0,0.12,41,34,83,10,1.07,2,0.21,0,12,11,31,69.6,4,24,2.57,354,1209,37
768,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,3,1,3.3,3.3,1.5,4.8,0.2,0.23,68,54,117,36,1.76,10,0.49,0.08,19,21,45,51.1,18,58,2.84,557,1871,99
769,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,12,26,3
770,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1998,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,,0,1,2.81,15,32,2
771,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26,1998,2,2,1,1,1.1,2.1,0.27,0.14,13,57,21,9,0.61,3,0.2,0.22,13,16,27,59.1,17,35,2.36,459,1013,74
772,Alberto Dossena,it ITA,DF,Como,it Serie A,25,1998,0,2,0.8,0.8,0.7,1.5,0.1,0.07,4,36,1,12,0.59,3,0.15,0,5,1,33,57.1,22,11,0.54,693,1465,68
773,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31,1993,3,2,4.1,4.1,2.4,6.6,0.18,0.23,42,82,96,31,1.09,9,0.32,0.1,28,15,48,32.6,10,58,2.04,604,1396,150
774,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24,2000,0,0,0.4,0.4,0,0.4,0,0.08,2,19,7,7,1.39,0,0,0,1,3,16,45.5,11,9,1.79,133,280,31
775,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,5,4,0
776,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,2005,6,6,5.1,5.1,7.8,13,0.62,0.67,97,139,232,55,2.86,20,1.04,0.11,55,51,48,47.1,13,109,5.66,899,3076,93
777,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21,2002,1,2,0.8,0.8,0.7,1.5,0.1,0.05,51,173,54,18,0.6,6,0.2,0.06,11,14,65,68.5,34,44,1.46,1184,3109,162
778,Douglas,br BRA,MF,Nantes,fr Ligue 1,27,1997,4,2,3.4,3.4,1.5,4.9,0.23,0.19,14,125,34,36,1.4,14,0.55,0.11,15,12,69,59.1,32,34,1.33,715,1533,111
779,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21,2003,1,1,0.6,0.6,1.1,1.6,0.07,0.06,20,116,9,3,0.1,1,0.03,0.33,11,1,40,68,25,22,0.75,1149,2653,103
780,Issa Doumbia,ci CIV,MF,Venezia,it Serie A,20,2003,0,0,1,1,0.1,1.2,0,0.11,12,22,29,16,1.53,5,0.48,0,3,1,14,41.2,9,17,1.63,219,584,45
781,Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21,2003,3,2,2.7,2.7,1.2,3.9,0.34,0.27,17,72,54,22,1.5,10,0.68,0.14,26,9,41,45.2,28,58,3.95,467,1007,87
782,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16,2007,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,1,100,1,0,0,17,36,6
783,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24,1999,2,2,2.5,2.5,1.1,3.7,0.62,0.57,8,6,36,14,2.17,5,0.78,0.14,9,1,3,25,1,19,2.95,113,174,11
784,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24,1999,3,1,4.4,4.4,0.2,4.7,0.51,0.6,6,6,43,17,2.19,9,1.16,0.18,3,1,9,50,3,11,1.41,120,150,15
785,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,1997,12,2,11.9,10.3,2.4,12.7,0.45,0.53,24,16,175,61,2.27,25,0.93,0.16,25,4,4,0,2,52,1.94,355,447,26
786,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25,1999,1,0,0.6,0.6,1.1,1.7,0.04,0.07,29,66,29,10,0.42,3,0.13,0.1,15,12,49,41.7,32,31,1.3,641,1826,83
787,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22,2001,0,1,0.6,0.6,0.5,1.1,0.18,0.2,6,40,4,9,1.66,2,0.37,0,7,3,11,40,5,17,3.13,260,578,43
788,Radu Dr_guin,ro ROU,DF,Tottenham,eng Premier League,22,2002,0,0,0.1,0.1,0.4,0.5,0,0.04,7,37,2,5,0.36,1,0.07,0,4,2,10,50,15,8,0.58,623,1666,48
789,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0.1,479,1284,36
790,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,2005,0,0,0.1,0.1,0,0.1,0,0.02,2,16,2,2,0.5,2,0.5,0,1,2,17,75,1,6,1.51,128,208,10
791,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,1995,1,0,0.2,0.2,0.1,0.3,0.05,0.01,3,47,3,3,0.15,1,0.05,0.33,2,0,28,81,18,9,0.44,373,626,63
792,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,202,643,18
793,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,1994,8,8,10.1,8.5,8.5,17,0.56,0.69,26,86,166,70,2.61,27,1,0.1,61,30,10,21.4,8,103,3.83,538,816,65
794,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29,1994,1,3,1,1,3.2,4.2,0.15,0.16,23,117,26,25,0.94,5,0.19,0.04,32,24,46,45.3,31,73,2.74,711,1424,188
795,Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,2000,0,0,0,0,0.7,0.7,0,0.34,10,3,21,2,1.01,1,0.5,0,5,2,8,60,1,7,3.54,64,207,11
796,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,1996,7,2,5.4,5.4,3.2,8.6,0.41,0.4,55,51,173,36,1.66,19,0.87,0.19,21,21,25,51.9,6,55,2.53,534,1311,65
797,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,1993,0,0,0.8,0.8,1.1,1.9,0,0.18,11,53,12,15,1.41,4,0.38,0,11,19,17,35.7,8,32,3.01,311,676,52
798,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32,1991,0,0,0.8,0.8,0.5,1.3,0,0.06,20,142,3,12,0.52,3,0.13,0,6,6,17,57.9,13,19,0.82,1341,3345,104
799,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20,2003,7,0,4.9,4.9,0.2,5.1,0.99,0.71,7,13,44,31,4.37,15,2.12,0.23,4,1,8,25,0,18,2.54,133,267,19
800,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23,2001,4,4,3.6,3.6,2.8,6.5,0.52,0.42,24,30,124,26,1.68,9,0.58,0.15,17,10,17,31.3,8,30,1.94,338,643,46
801,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,2006,0,0,0.2,0.2,0.3,0.6,0,0.18,16,7,33,5,1.59,2,0.64,0,1,1,3,50,0,7,2.21,102,412,5
802,Hugo Duro,es ESP,FW,Valencia,es La Liga,24,1999,11,2,9.4,8.6,1.3,9.9,0.5,0.44,13,28,88,48,1.99,16,0.66,0.21,14,3,13,38.5,10,29,1.2,297,364,46
803,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27,1997,0,0,0.3,0.3,0.1,0.4,0,0.06,6,22,8,4,0.67,0,0,0,1,2,21,55.6,8,5,0.84,161,327,20
804,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,1993,6,3,6.4,4,5,9,0.38,0.72,41,79,122,47,2.99,15,0.95,0.06,40,26,17,42.1,2,84,5.34,595,1472,63
805,Stefan Džodi_,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19,2005,0,0,0.1,0.1,0,0.1,0,0.03,2,10,0,3,1.12,0,0,0,0,0,8,62.5,5,2,0.74,127,406,10
806,Adam Dźwiga_a,pl POL,"DF,MF",St. Pauli,de Bundesliga,28,1995,0,0,0.4,0.4,0,0.4,0,0.09,1,14,4,6,1.45,0,0,0,0,1,20,68.8,4,5,1.21,110,164,13
807,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26,1998,2,2,2.1,2.1,4.6,6.7,0.13,0.22,94,126,142,31,1.04,5,0.17,0.06,45,50,56,56.4,28,92,3.08,862,3249,171
808,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25,1999,0,0,0,0,0,0,0,0.02,0,5,0,0,0,0,0,,1,0,0,0,1,3,3,34,48,5
809,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28,1995,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,,0,1,3,100,2,1,1.23,20,45,6
810,Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18,2006,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,100,0,0,0,3,12,1
811,Ederson,br BRA,GK,Manchester City,eng Premier League,30,1993,0,4,0,0,1.5,1.5,0.16,0.06,0,2,0,0,0,0,0,,4,1,0,0,1,6,0.23,654,1981,42
812,_derson,br BRA,MF,Atalanta,it Serie A,25,1999,4,1,4.1,4.1,4.3,8.4,0.16,0.26,40,216,79,39,1.22,12,0.37,0.1,37,41,52,64.7,35,98,3.06,1490,3366,186
813,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18,2005,2,0,1.3,1.3,0.1,1.3,1.05,0.7,8,7,17,5,2.63,3,1.58,0.4,1,2,2,50,2,5,2.62,62,178,8
814,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0
815,Odsonne _douard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26,1998,0,0,0.4,0.4,0,0.4,0,0.34,2,4,7,5,3.91,1,0.78,0,1,0,1,0,0,1,0.78,23,50,5
816,Odsonne _douard,fr FRA,FW,Leicester City,eng Premier League,26,1998,0,0,0,0,0,0,0,0.13,0,1,2,0,0,0,0,,1,0,1,,0,2,6.21,11,2,1
817,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21,2003,0,0,0,0,0.1,0.1,0,0.14,6,4,23,0,0,0,0,,1,3,3,100,0,4,5.54,34,197,1
818,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,3,0,0
819,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26,1998,3,4,4.7,3.1,2.1,5.2,0.29,0.33,25,43,138,34,1.65,10,0.49,0.06,24,9,5,20,0,43,2.09,384,615,58
820,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27,1996,2,0,2,2,1.5,3.5,0.06,0.11,34,141,41,36,1.14,10,0.32,0.06,19,16,57,55.8,39,51,1.61,813,2107,154
821,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,1995,0,1,1.2,1.2,2.2,3.5,0.04,0.12,54,55,116,14,0.5,4,0.14,0,22,21,55,61,23,51,1.84,576,1506,110
822,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,1998,2,1,1.1,1.1,1.9,3,0.28,0.28,75,38,101,20,1.86,8,0.75,0.1,21,20,19,45,5,45,4.19,416,1898,63
823,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,1,1,1.3,1.3,1,2.3,0.23,0.27,4,14,51,10,1.17,3,0.35,0.1,11,4,7,44.4,2,21,2.46,130,163,32
824,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,15,8,21.6,19.3,6.8,26,0.77,0.99,93,53,215,114,4,44,1.55,0.12,44,31,16,33.3,7,101,3.55,633,2307,87
825,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,3,2,2.8,2.8,1.3,4.1,0.24,0.19,34,72,86,27,1.28,9,0.43,0.11,15,11,36,51.4,12,38,1.81,457,1209,82
826,Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20,2003,0,0,0,0,0,0,0,0,13,20,24,1,0.13,0,0,0,0,3,22,66.7,4,4,0.52,135,375,33
827,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,2002,0,0,0.1,0.1,0.1,0.2,0,0.1,8,5,19,4,1.94,1,0.48,0,2,2,4,100,1,6,2.9,50,215,10
828,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,1,3,2.8,2.8,0.8,3.5,0.65,0.57,7,8,42,18,2.92,6,0.97,0.06,8,1,3,100,1,14,2.27,97,217,20
829,Pierre Ekwah Elimby,fr FRA,MF,Saint-_tienne,fr Ligue 1,22,2002,1,0,0.7,0.7,1,1.7,0.03,0.06,20,146,21,25,0.87,6,0.21,0.04,16,19,54,60.7,47,40,1.45,907,2004,154
830,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,2002,6,11,4.5,4.5,5.7,10.1,0.61,0.36,102,63,229,44,1.58,24,0.86,0.14,50,26,19,29.4,6,102,3.67,600,2544,89
831,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,1997,1,0,1.1,1.1,0.2,1.3,0.53,0.69,9,5,22,5,2.65,1,0.53,0.2,3,0,7,100,0,6,3.18,61,180,14
832,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22,2002,2,2,1.1,1.1,1.6,2.7,0.15,0.1,33,36,92,21,0.77,4,0.15,0.1,20,8,58,54.1,17,46,1.68,460,1153,74
833,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,2003,1,2,1.8,1.8,1.1,2.8,0.73,0.69,10,44,30,17,4.12,4,0.97,0.06,10,6,5,25,1,21,5.11,188,408,15
834,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,1999,4,0,1.4,1.4,0.4,1.8,0.35,0.16,42,34,58,19,1.67,9,0.79,0.21,9,15,10,40,6,29,2.56,303,1175,33
835,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24,1999,0,0,0.3,0.3,0,0.3,0,0.7,0,2,2,2,4.09,0,0,0,0,1,3,33.3,0,1,2.05,13,11,3
836,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30,1994,0,0,0.4,0.4,0.2,0.6,0,0.04,17,51,4,4,0.25,0,0,0,4,2,20,57.9,11,11,0.68,624,1854,53
837,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,1996,1,1,2,2,0.4,2.5,0.08,0.1,20,55,5,12,0.51,3,0.13,0.08,5,2,38,73.9,30,16,0.67,953,2540,89
838,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,1992,1,1,2.1,2.1,2.7,4.8,0.11,0.27,47,45,114,37,2.07,12,0.67,0.03,20,17,41,38.3,13,46,2.58,467,1257,67
839,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,1997,6,4,10.8,10.8,5.6,16.4,0.49,0.8,22,55,140,51,2.49,18,0.88,0.12,32,23,22,31.3,3,54,2.64,397,715,58
840,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,14,3,17,17,2.4,19.4,0.67,0.76,37,14,104,61,2.39,35,1.37,0.23,18,4,6,33.3,1,32,1.26,341,860,60
841,Emerson,br BRA,DF,Milan,it Serie A,25,1999,0,0,0.4,0.4,0.7,1.1,0,0.07,23,68,71,10,0.65,2,0.13,0,15,14,45,47.1,14,33,2.16,584,1228,59
842,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18,2006,0,0,0.2,0.2,0,0.2,0,0.33,1,2,2,1,2.14,0,0,0,0,0,4,50,0,0,0,17,41,2
843,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20,2004,2,3,1.7,1.7,1.4,3.1,0.52,0.32,23,28,44,32,3.31,11,1.14,0.06,13,8,12,36.4,1,29,3,205,793,43
844,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,2004,0,0,1,1,0.2,1.2,0,0.38,11,14,17,20,6.12,11,3.37,0,5,4,0,0,0,12,3.69,114,386,15
845,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31,1993,0,0,0,0,0.1,0.1,0,0.02,1,19,8,0,0,0,0,,2,1,12,60,6,6,1.96,110,169,14
846,Endrick,br BRA,FW,Real Madrid,es La Liga,18,2006,1,0,2.5,2.5,0.5,3,0.25,0.73,12,8,32,24,5.95,6,1.49,0.04,4,2,1,33.3,4,8,1.96,83,308,7
847,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,2001,1,1,0.6,0.6,1.5,2,0.15,0.16,18,54,18,8,0.62,2,0.15,0.13,12,2,30,59.3,11,24,1.86,525,1250,62
848,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20,2003,0,0,0.4,0.4,0,0.4,0,0.45,1,1,5,3,3.42,1,1.14,0,0,0,0,,0,1,1.14,17,38,0
849,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,1992,1,2,1.4,0.6,3.2,3.8,0.17,0.39,13,55,29,14,1.19,1,0.08,0,31,13,19,40.7,7,56,4.74,473,851,62
850,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26,1998,0,0,0.2,0.2,0,0.2,0,0.06,4,11,1,6,1.62,0,0,0,0,0,2,50,2,4,1.08,179,465,11
851,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,1995,1,0,0.9,0.9,0.1,1,0.11,0.11,3,25,1,8,0.87,1,0.11,0.13,3,0,8,22.2,9,8,0.87,282,596,24
852,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,1992,0,1,0.4,0.4,0.6,1.1,0.11,0.12,10,39,29,10,1.08,2,0.22,0,5,6,41,55.3,12,13,1.4,307,675,55
853,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,2002,8,0,5.7,4.2,2.1,6.3,0.27,0.3,31,93,106,59,2.28,19,0.73,0.12,36,31,57,51.4,12,79,3.05,565,1092,106
854,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,2005,1,1,0.3,0.3,0.4,0.7,1.3,0.48,1,7,14,1,0.65,1,0.65,1,3,1,8,100,1,8,5.18,38,49,9
855,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,1998,7,2,4.2,4.2,1.3,5.5,0.5,0.3,33,21,118,44,2.42,13,0.72,0.16,11,6,7,75,0,27,1.48,347,699,42
856,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,2005,1,0,0.7,0.7,0.4,1,0.05,0.05,18,76,8,23,1.07,4,0.19,0.04,13,8,59,60.9,42,36,1.67,582,1382,118
857,Estanis,es ESP,FW,Bologna,it Serie A,20,2003,0,0,0.1,0.1,0.2,0.2,0,2.35,1,0,1,2,20,0,0,0,2,0,0,,0,3,30,5,20,0
858,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28,1995,0,0,0.1,0.1,0.8,0.8,0,0.12,3,30,4,5,0.68,1,0.14,0,6,1,16,40,3,13,1.78,148,188,28
859,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26,1998,1,1,1.2,1.2,2.1,3.3,0.07,0.12,59,132,112,28,1.05,9,0.34,0.04,26,34,65,66.7,37,58,2.17,1023,2689,147
860,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,4,0,0
861,Karl Etta,cm CMR,"MF,FW",Villarreal,es La Liga,20,2003,1,0,0.4,0.4,0,0.4,2.43,0.88,0,0,0,2,4.86,2,4.86,0.5,0,0,0,0,0,1,2.43,5,0,0
862,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,1999,10,1,12.5,11.7,1.9,13.6,0.43,0.56,29,28,99,72,2.79,31,1.2,0.14,26,6,16,66.7,1,61,2.37,333,861,67
863,Jake Evans,,FW,Leicester City,eng Premier League,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,1,0,0
864,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,1988,0,0,0.1,0.1,0,0.1,0,0.04,3,10,3,2,0.57,1,0.29,0,0,1,8,50,5,2,0.57,143,242,16
865,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27,1996,0,2,1,1,3.2,4.2,0.17,0.36,23,64,41,18,1.55,6,0.52,0,28,14,23,39.1,15,44,3.79,340,954,63
866,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,1998,8,8,10.4,8.9,6.2,15.1,0.52,0.58,68,97,153,100,3.48,27,0.94,0.07,58,39,39,47.2,11,135,4.69,840,2379,146
867,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,2001,2,2,8,7.2,2,9.3,0.18,0.46,117,68,215,61,2.77,25,1.13,0.03,27,19,37,55.6,7,66,2.99,706,3025,102
868,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,2003,3,1,2.3,2.3,1.3,3.7,0.35,0.32,14,17,43,21,1.85,5,0.44,0.14,9,5,10,53.8,2,19,1.67,198,356,31
869,_ukasz Fabia_ski,pl POL,GK,West Ham,eng Premier League,39,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0.23,285,890,5
870,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,2001,1,3,1.7,1.7,4,5.7,0.22,0.31,74,36,160,28,1.53,9,0.49,0.04,23,24,64,44.4,12,54,2.95,544,2239,95
871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,1998,1,0,1.5,1.5,0.1,1.6,0.03,0.05,12,86,1,12,0.38,1,0.03,0.08,4,6,42,52.1,26,17,0.54,1107,2928,90
872,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23,2001,1,2,0.5,0.5,3,3.5,0.28,0.32,15,50,19,10,0.94,4,0.37,0.1,23,12,19,40.9,5,43,4.02,480,1004,46
873,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23,2001,0,0,0.6,0.6,0.1,0.7,0,0.11,19,41,18,12,1.89,1,0.16,0,4,8,14,66.7,2,10,1.57,311,1035,33
874,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,3,2,2.6,1.8,1.9,3.7,0.4,0.45,24,44,49,18,1.8,9,0.9,0.11,10,8,13,50,4,33,3.3,310,928,42
875,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,11,0.29,727,2291,32
876,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32,1991,0,0,0.2,0.2,0.1,0.3,0,0.12,2,3,13,1,0.35,0,0,0,2,3,10,33.3,2,3,1.04,55,106,9
877,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,2004,0,2,0.4,0.4,1.6,2,0.31,0.31,42,17,60,13,2.02,5,0.78,0,6,7,21,57.9,4,17,2.64,217,1055,38
878,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,2002,0,0,1,1,0.2,1.1,0,0.44,7,6,32,12,4.64,5,1.93,0,4,5,4,50,1,11,4.25,107,234,7
879,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,2004,0,0,1.3,1.3,0.3,1.5,0,0.13,25,50,42,17,1.49,3,0.26,0,7,5,31,53.6,10,19,1.66,340,923,74
880,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,2003,4,1,3.1,3.1,0.5,3.6,0.33,0.23,34,49,88,27,1.76,9,0.59,0.15,12,10,32,56.5,6,49,3.19,364,1117,70
881,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31,1993,0,1,0.7,0.7,0.5,1.2,0.5,0.61,9,10,18,7,3.5,1,0.5,0,6,6,3,50,0,12,6,72,259,3
882,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,2001,0,3,0.6,0.6,1,1.6,0.29,0.16,39,19,75,10,0.97,6,0.58,0,10,3,17,36.4,7,31,3.02,259,962,51
883,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27,1997,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,0,4,50,3,0,0,47,95,2
884,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24,1999,1,1,2.2,2.2,1,3.2,0.49,0.78,21,26,30,20,4.88,5,1.22,0.05,6,8,8,55.6,3,18,4.38,193,712,22
885,João Félix,pt POR,MF,Milan,it Serie A,24,1999,2,0,2.7,2.7,1.2,3.8,0.24,0.46,20,40,56,29,3.43,8,0.95,0.07,10,11,6,28.6,1,35,4.14,275,716,30
886,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,0.74,34,37,2
887,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33,1991,0,1,0.4,0.4,1.3,1.7,0.04,0.07,52,112,44,3,0.12,0,0,0,16,24,50,57.9,40,43,1.74,902,2602,102
888,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19,2004,0,0,0.6,0.6,0.3,0.9,0,0.5,1,1,7,5,2.88,1,0.58,0,2,0,3,,1,4,2.31,31,41,8
889,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,2004,1,0,0.5,0.5,0.4,1,0.37,0.35,2,1,9,7,2.56,2,0.73,0.14,3,0,4,40,0,4,1.47,42,56,10
